"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"1767",462,13,5,"other","no","yes",24,"no","no","none","no","yes",9,"no","yes",12,11,"5",34,NA,"both","no"
"1768",548,13,11,"afam","no","yes",30,"no","no","none","no","no",12,"no","yes",6,1,"8",29,NA,"both","no"
"1769",255,12,10,"afam","no","yes",28,"no","no","none","no","yes",12,"no","yes",6,3,"8",32,NA,"both","no"
"1770",524,13,5,"afam","yes","yes",24,"no","no","none","no","no",10,"no","yes",4,1,"8",26,NA,"both","no"
"1771",292,12,15,"afam","no","yes",33,"no","no","none","no","yes",12,"no","yes",5,9,"8",29,NA,"both","no"
"1772",375,14,8,"other","yes","yes",28,"no","no","none","no","yes",10,"no","yes",7,7,"8",24,NA,"both","no"
"1773",529,18,8,"other","yes","yes",32,"no","no","none","no","no",14,"yes","yes",7,11,"8",38,NA,"both","yes"
"1774",909,16,3,"other","no","yes",25,"no","no","none","no","no",10,"no","yes",10,12,"6",20,124,"both","no"
"1775",353,9,13,"other","yes","yes",28,"no","no","none","no","yes",8,"yes","yes",9.9399995803833,7,"9",30,NA,"singlemom","no"
"1776",1155,14,8,"other","yes","yes",28,"no","no","none","no","yes",12,"yes","yes",12,12,"3",41,107,"both","yes"
"1777",250,8,20,"other","yes","yes",34,"no","no","none","no","no",8,"yes","yes",9.9399995803833,10.25,"9",22,NA,"both","no"
"1778",781,13,9,"other","yes","yes",28,"no","no","none","yes","yes",13,"yes","yes",12,12,"3",35,107,"both","yes"
"1779",416,13,12,"other","yes","yes",31,"no","no","none","no","no",12,"yes","yes",16,12,"2",45,110,"both","yes"
"1780",364,13,10,"afam","no","yes",29,"yes","no","public","yes","yes",12,"no","yes",7,11,"8",30,80,"both","no"
"1781",375,13,8,"afam","yes","yes",27,"yes","no","public","yes","yes",11,"no","yes",9.9399995803833,11,"9",27,91,"step","no"
"1782",375,15,3,"afam","no","yes",24,"yes","no","public","yes","yes",8,"no","yes",7,11,"8",29,NA,"singlemom","no"
"1783",358,16,6,"afam","no","yes",28,"yes","no","public","yes","yes",10,"no","yes",9.9399995803833,5,"9",26,96,"singlemom",NA
"1784",300,7,18,"afam","no","yes",31,"yes","no","public","no","no",5,"no","yes",9.9399995803833,2,"9",16,NA,"singlemom","no"
"1785",528,14,5,"other","no","yes",25,"yes","no","public","no","yes",9,"no","yes",16,16,"1",32,102,"both","yes"
"1786",299,12,16,"other","no","yes",34,"yes","no","public","no","no",12,"no","yes",9.9399995803833,10.25,"9",26,93,"singlemom","no"
"1787",450,8,18,"afam","no","yes",32,"yes","no","public","no","yes",8,"no","yes",0,8,"8",33,NA,"both","no"
"1788",540,14,5,"afam","no","yes",25,"yes","no","public","yes","yes",7,"no","yes",6,10,"8",20,NA,"both","no"
"1789",528,8,15,"other","no","yes",29,"yes","no","public","no","yes",8,"no","yes",1,6,"8",26,NA,"both","no"
"1790",769,12,12,"other","no","yes",30,"yes","no","public","no","yes",12,"no","yes",9.9399995803833,12,"4",36,81,"both","yes"
"1791",198,12,8,"afam","yes","no",26,"yes","no","public","no","no",10,"no","yes",5,8,"8",32,NA,"both","no"
"1792",400,12,6,"afam","yes","no",24,"yes","no","public","no","no",8,"no","yes",2,3,"8",22,NA,"both","no"
"1793",753,12,10,"afam","yes","no",28,"yes","no","public","no","no",11,"no","yes",9.9399995803833,6,"9",26,NA,"other","no"
"1794",445,12,6,"afam","yes","no",24,"yes","no","public","yes","no",7,"no","yes",9.9399995803833,10.25,"9",20,NA,"other","no"
"1795",240,9,15,"afam","no","yes",30,"yes","no","public","no","yes",4,"no","yes",3,5,"8",18,NA,"both","no"
"1796",167,3,16,"afam","no","yes",25,"yes","no","public","no","yes",3,"no","yes",9.9399995803833,5,"9",6,NA,"singlemom","no"
"1797",445,12,6,"other","yes","yes",24,"yes","no","public","no","yes",8,"no","yes",9,7,"8",36,NA,"both","no"
"1798",250,10,10,"afam","no","yes",26,"yes","no","public","no","yes",8,"no","yes",3,4,"8",8,NA,"both","no"
"1799",475,12,8,"other","no","yes",26,"yes","no","public","no","yes",10,"no","yes",10,12,"6",36,99,"both","no"
"1800",400,16,6,"other","no","yes",28,"yes","no","public","no","yes",12,"yes","yes",16,16,"1",42,122,"both","yes"
"1801",398,18,0,"other","no","yes",24,"yes","no","public","no","no",9,"no","yes",16,16,"1",38,94,"both","yes"
"1802",350,12,7,"afam","yes","no",25,"yes","no","public","no","yes",8,"no","yes",3,5,"8",24,NA,"both","yes"
"1803",523,12,15,"afam","no","yes",33,"yes","no","public","no","yes",12,"no","yes",9.9399995803833,10.25,"9",26,93,"both","no"
"1804",270,10,15,"afam","no","yes",31,"yes","no","public","no","yes",9,"no","yes",4,8,"8",31,NA,"both","no"
"1805",310,9,15,"afam","no","yes",30,"yes","no","public","no","yes",9,"no","yes",9.9399995803833,1,"9",20,NA,"both","no"
"1806",300,6,19,"afam","no","yes",31,"yes","no","public","no","no",6,"no","yes",9.9399995803833,10.25,"9",NA,NA,"other","no"
"1807",325,12,10,"afam","no","yes",28,"yes","no","public","no","yes",12,"no","yes",9.9399995803833,10.25,"9",32,69,"other","no"
"1808",900,12,6,"other","yes","yes",24,"yes","no","private","no","yes",7,"yes","yes",18,12,"2",28,NA,"both","no"
"1809",750,13,7,"other","yes","yes",26,"no","no","none","no","yes",11,"yes","yes",12,12,"3",35,102,"both","no"
"1810",285,8,12,"afam","yes","yes",26,"no","no","none","no","yes",7,"yes","yes",9.9399995803833,6,"9",12,NA,"singlemom","no"
"1811",278,12,6,"other","yes","yes",24,"no","no","none","no","yes",8,"yes","yes",12,12,"3",10,NA,"both","no"
"1812",500,13,10,"afam","yes","yes",29,"no","no","none","no","yes",12,"yes","yes",13,10,"5",29,NA,"both","yes"
"1813",700,8,16,"other","yes","yes",30,"no","no","none","no","yes",8,"yes","yes",5,8,"8",28,NA,"both","no"
"1814",300,9,11,"other","yes","yes",26,"no","no","none","no","yes",8,"yes","yes",5,8,"8",16,NA,"both","no"
"1815",392,8,20,"other","yes","yes",34,"no","no","none","no","yes",6,"yes","yes",5,8,"8",36,NA,"both","no"
"1816",511,12,16,"other","yes","yes",34,"no","no","none","no","yes",12,"yes","yes",5,12,"6",44,95,"both","no"
"1817",624,16,9,"other","yes","yes",31,"no","no","none","no","no",13,"yes","yes",8,11,"8",37,98,"both","yes"
"1818",244,12,9,"afam","yes","yes",27,"no","no","none","no","yes",11,"yes","yes",9.9399995803833,10.25,"9",28,84,"other","no"
"1819",363,12,9,"other","yes","yes",27,"no","no","none","no","yes",11,"yes","yes",7,10.25,"9",30,88,"both","yes"
"1820",606,16,5,"other","yes","yes",27,"no","no","none","no","no",11,"no","yes",9.9399995803833,4,"9",41,109,"singlemom","yes"
"1821",760,12,7,"other","yes","yes",25,"no","no","none","no","yes",9,"yes","yes",9.9399995803833,9,"9",32,115,"singlemom","yes"
"1822",385,14,11,"other","yes","yes",31,"no","no","none","no","yes",14,"yes","yes",12,12,"3",37,105,"both","yes"
"1823",495,12,14,"afam","yes","yes",32,"no","no","none","no","yes",12,"yes","yes",8,8,"8",27,NA,"both","no"
"1824",828,16,5,"other","yes","yes",27,"no","no","none","yes","yes",12,"no","yes",8,10,"8",38,90,"both","yes"
"1825",404,12,7,"other","yes","yes",25,"no","no","none","no","yes",10,"yes","yes",9.9399995803833,12,"4",28,92,"singlemom","yes"
"1826",267,15,6,"other","no","yes",27,"no","no","none","no","no",12,"yes","yes",10,12,"6",27,113,"both","yes"
"1827",440,12,16,"other","no","yes",34,"no","no","none","no","yes",12,"no","yes",5,8,"8",41,82,"both","no"
"1828",375,14,8,"other","no","yes",28,"no","no","none","no","no",12,"no","yes",9.9399995803833,12,"4",22,105,"singlemom","yes"
"1829",301,10,8,"other","no","yes",24,"no","no","none","no","yes",8,"no","yes",2,8,"8",22,NA,"both","yes"
"1830",658,12,16,"other","no","yes",34,"no","no","none","no","yes",12,"no","yes",8,12,"6",36,95,"both","yes"
"1831",514,15,3,"afam","yes","no",24,"no","no","none","no","no",9,"no","yes",7,10,"8",33,92,"both","yes"
"1832",300,12,8,"afam","no","yes",26,"no","no","none","no","no",10,"no","yes",9.9399995803833,7,"9",25,NA,"singlemom","no"
"1833",230,12,8,"afam","no","yes",26,"no","no","none","no","no",10,"no","yes",10,7,"8",24,NA,"step","no"
"1834",260,10,15,"afam","no","yes",31,"no","no","none","no","no",10,"no","yes",9.9399995803833,10.25,"9",12,NA,"other","no"
"1835",305,12,6,"afam","no","yes",24,"no","no","none","no","yes",9,"no","yes",8,9,"8",16,NA,"step","yes"
"1836",430,8,17,"afam","no","yes",31,"no","no","none","no","yes",7,"no","yes",0,0,"8",21,NA,"both","no"
"1837",260,8,10,"afam","no","yes",24,"no","no","none","no","yes",4,"no","yes",0,0,"8",12,NA,"both","yes"
"1838",577,16,2,"other","yes","yes",24,"no","no","none","no","no",9,"no","yes",12,12,"3",36,140,"both","yes"
"1839",425,11,12,"afam","no","yes",29,"no","no","none","no","yes",11,"no","yes",4,2,"8",19,NA,"both","yes"
"1840",315,12,7,"afam","no","yes",25,"no","no","none","no","yes",9,"no","yes",4,2,"8",24,NA,"both","no"
"1841",375,13,10,"other","no","yes",29,"no","no","none","yes","yes",12,"no","yes",7,10,"8",33,85,"both","no"
"1842",500,9,18,"afam","no","yes",33,"no","no","none","no","yes",9,"no","yes",1,2,"8",23,NA,"both","no"
"1843",500,12,7,"other","yes","yes",25,"no","no","none","no","no",10,"no","yes",1,6,"8",30,116,"both","no"
"1844",350,12,14,"afam","yes","yes",32,"no","no","none","no","yes",12,"no","yes",3,1,"8",24,85,"both","no"
"1845",525,10,13,"afam","yes","yes",29,"no","no","none","no","yes",9,"no","yes",3,1,"8",20,85,"both","yes"
"1846",500,17,3,"other","no","yes",26,"no","no","none","no","yes",11,"no","yes",13,12,"2",37,NA,"both","yes"
"1847",385,16,3,"other","yes","yes",25,"no","no","none","no","yes",9,"no","yes",13,12,"2",21,122,"both","yes"
"1848",100,9,10,"afam","yes","yes",25,"yes","no","private","no","yes",9,"yes","yes",12,8,"5",25,NA,"both","yes"
"1849",300,15,5,"afam","yes","yes",26,"yes","no","private","no","yes",10,"yes","yes",6,7,"8",26,74,"step","yes"
"1850",188,12,6,"afam","yes","yes",24,"yes","no","private","no","no",8,"yes","yes",6,7,"8",24,NA,"step","yes"
"1851",355,8,19,"afam","yes","yes",33,"yes","no","private","no","yes",8,"yes","yes",9.9399995803833,3,"9",19,NA,"singlemom","yes"
"1852",267,12,7,"afam","yes","yes",25,"yes","no","private","no","yes",10,"yes","yes",4,4,"8",19,110,"both","no"
"1853",267,12,10,"afam","yes","yes",28,"yes","no","private","no","yes",12,"yes","yes",6,7,"8",30,NA,"both","no"
"1854",586,12,16,"other","yes","yes",34,"yes","no","private","no","yes",12,"yes","yes",8,8,"8",38,NA,"both","yes"
"1855",375,12,6,"afam","no","yes",24,"yes","no","public","no","no",8,"no","yes",9.9399995803833,5,"9",27,NA,"other","yes"
"1856",346,12,13,"afam","no","yes",31,"yes","no","public","no","no",12,"no","yes",9.9399995803833,10.25,"9",27,NA,"other","no"
"1857",545,16,6,"other","yes","yes",28,"yes","no","public","no","yes",13,"no","yes",14,12,"2",43,123,"both","yes"
"1858",562,14,5,"other","yes","yes",25,"yes","no","public","no","yes",9,"no","yes",14,12,"2",31,122,"both","yes"
"1859",577,12,8,"other","yes","no",26,"yes","no","public","no","yes",10,"no","yes",12,12,"3",24,86,"both","yes"
"1860",890,15,5,"other","yes","no",26,"yes","no","public","no","yes",9,"no","yes",10,12,"6",30,80,"both","yes"
"1861",625,13,7,"other","no","yes",26,"yes","no","public","no","yes",10,"no","yes",6,10.25,"9",30,96,"both","no"
"1862",416,13,7,"other","no","yes",26,"yes","no","public","no","no",11,"no","yes",6,12,"6",31,112,"both","yes"
"1863",683,6,19,"other","no","yes",31,"yes","no","public","no","yes",6,"no","yes",4,10.25,"9",28,NA,"both","no"
"1864",625,11,13,"afam","yes","yes",30,"no","yes","none","no","yes",11,"yes","yes",9.9399995803833,9,"9",20,NA,"both","yes"
"1865",310,9,12,"afam","yes","yes",27,"no","yes","none","no","no",9,"yes","yes",9.9399995803833,10.25,"9",34,NA,"singlemom","no"
"1866",664,12,10,"afam","yes","yes",28,"no","yes","none","no","yes",12,"yes","yes",9.9399995803833,10.25,"9",16,77,"singlemom","yes"
"1867",286,11,15,"other","yes","yes",32,"no","yes","none","no","yes",11,"yes","yes",9.9399995803833,10.25,"9",22,92,"both","no"
"1868",600,12,8,"afam","yes","yes",26,"no","yes","none","no","yes",10,"yes","yes",9.9399995803833,10.25,"9",36,NA,"other","no"
"1869",742,16,7,"afam","yes","no",29,"no","yes","none","no","no",14,"yes","yes",12,12,"3",37,89,"both","no"
"1870",225,11,10,"afam","yes","yes",27,"no","yes","none","no","no",9,"yes","yes",2,5,"8",28,NA,"both","no"
"1871",623,12,16,"other","yes","yes",34,"no","yes","none","no","yes",12,"yes","yes",9.9399995803833,8,"9",41,87,"both","no"
"1872",603,12,6,"other","yes","yes",24,"no","yes","none","no","no",8,"yes","yes",9.9399995803833,8,"9",29,NA,"singlemom","yes"
"1873",550,12,11,"other","yes","yes",29,"no","yes","none","no","yes",12,"yes","yes",11,10,"7",39,95,"both","no"
"1874",801,16,5,"other","no","yes",27,"no","yes","none","no","yes",11,"no","yes",10,12,"6",39,117,"both","no"
"1875",330,14,10,"other","yes","yes",30,"yes","no","private","no","yes",14,"yes","yes",12,12,"3",40,67,"both","yes"
"1876",684,16,12,"other","yes","yes",34,"yes","no","private","no","yes",16,"yes","yes",4,12,"6",50,112,"both","yes"
"1877",1000,15,8,"other","yes","no",29,"yes","no","private","no","no",13,"yes","yes",18,12,"2",41,119,"both","yes"
"1878",1091,16,8,"other","yes","yes",30,"yes","no","private","no","no",12,"yes","yes",9.9399995803833,10.25,"9",30,103,"both","no"
"1879",476,13,5,"afam","yes","yes",24,"yes","no","private","no","no",8,"yes","yes",9.9399995803833,10,"9",23,NA,"singlemom","no"
"1880",500,12,6,"afam","yes","yes",24,"yes","no","private","no","no",8,"yes","yes",9.9399995803833,3,"9",30,NA,"both","yes"
"1881",950,14,5,"afam","yes","yes",25,"yes","no","private","no","yes",9,"yes","yes",6,10,"8",31,NA,"both","yes"
"1882",1142,18,6,"afam","yes","yes",30,"yes","no","private","no","yes",15,"yes","yes",14,12,"2",36,NA,"both","yes"
"1883",450,12,14,"afam","yes","yes",32,"yes","no","private","no","yes",12,"yes","yes",9.9399995803833,9,"9",29,74,"singlemom","yes"
"1884",448,12,7,"other","yes","yes",25,"yes","no","private","yes","yes",8,"yes","yes",7,12,"6",32,NA,"step","yes"
"1885",361,16,5,"other","yes","yes",27,"yes","no","private","no","no",11,"yes","yes",12,12,"3",35,112,"both","yes"
"1886",535,13,5,"other","yes","yes",24,"yes","no","private","no","yes",8,"yes","yes",12,12,"3",19,NA,"both","yes"
"1887",616,17,2,"other","yes","yes",25,"yes","no","private","no","yes",9,"yes","yes",6,8,"8",21,102,"both","yes"
"1888",490,14,4,"other","yes","yes",24,"yes","no","private","no","no",8,"yes","yes",17,14,"1",34,NA,"both","yes"
"1889",415,12,8,"other","yes","yes",26,"yes","no","private","no","yes",9,"yes","yes",8,9,"8",24,95,"both","yes"
"1890",250,13,5,"afam","yes","yes",24,"no","yes","none","no","no",7,"yes","yes",9.9399995803833,9,"9",21,NA,"singlemom","no"
"1891",500,13,9,"other","no","yes",28,"no","yes","none","no","yes",10,"no","yes",9,6,"8",33,81,"both","yes"
"1892",1155,18,4,"other","yes","yes",28,"no","yes","none","no","yes",13,"no","yes",10,10,"7",48,124,"both","no"
"1893",525,12,14,"other","no","yes",32,"no","yes","none","no","yes",12,"no","yes",8,7,"8",38,89,"both","no"
"1894",300,11,7,"other","yes","yes",24,"no","yes","none","no","yes",7,"no","yes",9.9399995803833,12,"4",23,NA,"singlemom","yes"
"1895",308,9,11,"other","no","yes",26,"no","yes","none","no","yes",8,"no","yes",8,12,"6",14,NA,"both","no"
"1896",625,8,15,"other","no","yes",29,"no","yes","none","no","yes",8,"no","yes",8,12,"6",30,91,"both","no"
"1897",350,13,5,"other","yes","yes",24,"no","yes","none","yes","no",9,"no","yes",8,7,"8",35,117,"both","yes"
"1898",673,16,8,"other","no","yes",30,"no","yes","none","no","yes",15,"no","yes",7,11,"8",46,109,"both","yes"
"1899",558,13,9,"other","no","yes",28,"no","yes","none","yes","yes",8,"no","yes",9.9399995803833,7,"9",26,NA,"both","no"
"1900",351,12,10,"afam","no","yes",28,"no","yes","none","no","yes",12,"no","yes",6,7,"8",34,88,"both","yes"
"1901",723,12,10,"afam","yes","no",28,"no","yes","none","no","yes",12,"no","yes",5,9,"8",31,67,"both","no"
"1902",569,15,6,"afam","no","yes",27,"no","yes","none","yes","yes",12,"no","yes",9,12,"6",32,81,"other","yes"
"1903",240,11,8,"afam","yes","yes",25,"no","yes","none","no","no",10,"yes","yes",6,12,"6",35,81,"both","yes"
"1904",450,8,18,"other","no","yes",32,"no","yes","none","no","yes",8,"no","yes",7,4,"8",34,NA,"both","no"
"1905",338,11,16,"afam","no","yes",33,"no","yes","none","no","yes",11,"no","yes",3,3,"8",39,NA,"both","yes"
"1906",288,10,13,"afam","no","yes",29,"no","yes","none","no","yes",10,"no","yes",0,7,"8",23,NA,"both","no"
"1907",413,17,1,"other","no","yes",24,"yes","no","public","no","yes",9,"no","yes",12,12,"3",31,119,"both","yes"
"1908",848,12,11,"other","no","yes",29,"yes","no","public","no","yes",12,"no","yes",8,12,"6",28,83,"both","yes"
"1909",874,16,10,"other","no","yes",32,"yes","no","public","no","yes",16,"no","yes",7,16,"6",38,101,"both","yes"
"1910",295,11,12,"afam","no","yes",29,"yes","no","public","no","yes",10,"no","yes",12,10.25,"5",27,NA,"both","yes"
"1911",300,8,12,"afam","no","yes",26,"yes","no","public","no","no",6,"no","yes",9.9399995803833,10.25,"9",12,NA,"both","no"
"1912",289,16,4,"afam","yes","yes",26,"yes","no","public","no","yes",10,"no","yes",9,12,"6",41,NA,"both","yes"
"1913",298,9,14,"afam","no","yes",29,"yes","no","public","no","no",7,"no","yes",6,14,"6",19,NA,"both","no"
"1914",361,5,21,"afam","no","yes",32,"yes","no","public","no","yes",5,"no","yes",2,5,"8",14,NA,"both","no"
"1915",1097,12,12,"afam","yes","no",30,"yes","no","public","no","yes",12,"no","yes",9.9399995803833,10.25,"9",23,NA,"other","no"
"1916",465,16,11,"afam","yes","no",33,"yes","no","public","no","yes",13,"yes","yes",9.9399995803833,8,"9",23,NA,"singlemom","yes"
"1917",265,14,7,"afam","no","yes",27,"yes","no","public","no","yes",9,"no","yes",9.9399995803833,8,"9",27,75,"both","yes"
"1918",839,16,8,"other","yes","yes",30,"yes","no","public","no","yes",15,"no","yes",12,12,"3",43,109,"singlemom","yes"
"1919",577,16,9,"other","no","yes",31,"yes","no","public","yes","yes",15,"no","yes",8,14,"6",45,111,"both","yes"
"1920",225,10,11,"afam","no","yes",27,"yes","no","public","no","yes",8,"no","yes",5,5,"8",13,NA,"both","no"
"1921",235,12,7,"afam","no","yes",25,"yes","no","public","no","yes",7,"no","yes",5,5,"8",18,NA,"both","no"
"1922",250,12,8,"afam","yes","yes",26,"yes","no","public","no","yes",8,"no","yes",2,8,"8",17,NA,"both","no"
"1923",196,12,10,"other","no","yes",28,"yes","no","public","no","yes",12,"no","yes",4,1,"8",44,104,"both","no"
"1924",475,12,14,"afam","no","yes",32,"yes","no","public","no","yes",11,"no","yes",0,4,"8",25,72,"both","no"
"1925",500,11,9,"other","no","yes",26,"yes","no","public","no","no",9,"no","yes",7,4,"8",32,87,"both","yes"
"1926",334,8,15,"afam","no","yes",29,"yes","no","public","no","yes",8,"no","yes",9.9399995803833,1,"9",20,NA,"both","no"
"1927",454,10,11,"afam","no","yes",27,"yes","no","public","no","no",10,"no","yes",9.9399995803833,1,"9",26,NA,"both","no"
"1928",945,16,3,"other","yes","yes",25,"yes","no","public","no","yes",10,"no","yes",16,12,"2",41,106,"both","yes"
"1929",291,13,5,"other","no","yes",24,"yes","no","public","no","yes",8,"no","yes",8,16,"6",25,NA,"both","yes"
"1930",520,16,5,"other","no","yes",27,"yes","no","private","yes","no",11,"no","yes",8,10,"8",49,118,"both","yes"
"1931",474,15,7,"other","no","yes",28,"yes","no","private","no","yes",13,"no","yes",5,11,"8",30,103,"both","no"
"1932",296,8,18,"other","no","yes",32,"yes","no","private","no","yes",8,"no","yes",8,6,"8",36,NA,"both","no"
"1933",420,12,15,"other","yes","yes",33,"yes","no","private","no","yes",7,"yes","yes",3,10.25,"9",28,NA,"both","yes"
"1934",519,12,8,"other","no","yes",26,"yes","no","private","no","yes",10,"no","yes",9.9399995803833,10.25,"9",28,95,"other","yes"
"1935",316,12,14,"other","no","yes",32,"yes","no","private","no","yes",12,"no","yes",8,8,"8",32,NA,"both","no"
"1936",375,12,10,"other","no","yes",28,"yes","no","private","no","no",11,"no","yes",8,6,"8",40,91,"both","yes"
